1,527.5688998819012
2,509.46051973737787
3,480.0906020539603
4,460.2333103013975
5,376.3030702434102
6,412.0735245225538
7,613.925145605576
8,443.6913448419584
9,525.0456579753209
10,496.5882884190985
11,481.22385365596415
12,450.90875259385797
13,489.0071699212355
14,535.6921884811318
15,544.1619764628032
16,564.2274266819184
17,517.8177188045684
18,551.8416129772029
19,471.75445514521533
20,441.13064388418803
21,507.65350789817234
22,573.7100228383025
23,376.81649896371687
24,554.0988220327589
25,558.3549093477372
26,799.4468451139819
27,560.9622642096075
28,424.369604319282
29,434.5113320858303
30,298.60698085235987
31,620.8570900221331
32,529.4237224746308
33,415.4824499257023
34,501.54031164359594
35,632.8912755787389
36,436.06026921283495
37,461.4022059637418
38,351.1534893320451
39,363.2322456992683
40,411.3624092555703
41,455.19359825352024
42,417.12447330809675
43,516.8928969204875
44,532.8288363538109
45,395.18735909790286
46,231.7883237948243
47,546.4483567108597
48,626.0293620391226
49,647.0980615230794
50,636.9246376678608
51,417.48067701346434
52,463.84066022087075
53,329.0630794907176
54,377.60604753020283
55,401.5365733091106
56,484.5146540131941
57,346.99837748389234
58,699.2278663941788
59,575.1053735377942
60,420.47285428513123
61,377.93872767815196
62,502.65055017327023
63,469.26946278723676
64,515.6090003019816
65,463.91870460305483
66,367.9215012053666
67,489.7445896590769
68,618.3406388801831
69,408.8180363217805
70,441.44805850636936
71,595.9297449088369
72,311.2307921677108
73,538.3068936309918
74,603.0095529440088
75,628.7269913860401
76,448.60889875091897
77,581.0329820527073
78,423.35840378440724
79,439.70291238139134
80,471.32507624145757
81,541.8774982626854
82,287.8518210427296
83,533.2138493581758
84,356.5893378098276
85,511.83098401397086
86,471.6219020810894
87,573.9518017396751
88,530.6463714267919
89,505.1212746932969
90,571.3434055208305
91,507.33614348162723
92,523.8808371784522
93,594.2369594059577
94,511.7759410218647
95,488.3125074607102
96,482.9200697305447
97,686.1411803175326
98,506.5455202605429
99,576.1076406788216
100,568.9763007323935
101,394.61956677117826
102,513.83849740803
103,485.4517306854296
104,514.2002035876778
105,363.8127864332185
106,590.9390367286915
107,298.81941847682924
108,595.058428331433
109,518.0191859117936
110,443.76208789992285
111,440.4757253831349
112,516.5503899573049
113,469.34554955879355
114,432.9752557199492
115,545.1169624090228
116,541.894267811209
117,538.8836013533364
118,494.7565217043825
119,603.7681819997516
120,318.03128263498354
121,605.7637131022414
122,499.16905032797274
123,469.614658800767
124,454.11290783870635
125,398.9983537516039
126,539.1245283936781
127,523.085261212319
128,650.4622513994053
129,485.296245206463
130,557.05675961428
131,504.5214692187458
132,453.92063227068314
133,619.3399444387743
134,432.17919168783345
135,478.5635013450321
136,547.6734054946917
137,325.36199735599985
138,428.3448519654025
139,577.2219504573043
140,561.1179786852822
141,354.92033948682064
142,559.4081078919556
143,486.9364201232632
144,380.23420090405403
145,410.21165736176664
146,537.7353663304311
147,577.6930106876732
148,473.32031590071006
149,270.23938430579165
150,386.0003115755478
151,483.6085782976498
152,688.9427402245318
153,491.9090344457115
154,522.0473955057839
155,429.922083645897
156,542.351779213478
157,411.99664596412026
158,578.321717728025
159,474.1931880018595
160,407.58832376479455
161,489.6028264153134
162,441.48393841498387
163,701.5873413420461
164,549.3902446319698
165,497.37954975433286
166,534.6529823975177
167,476.93173404831555
168,664.9157696538722
169,527.3994835896787
170,546.3255714380202
171,467.60882544773074
172,483.82878902877474
173,602.0130037775562
174,433.33855915340973
175,689.5065840092577
176,427.85757983141076
177,489.2645843844798
178,445.6138865908377
179,295.4301326281243
180,482.36190644648576
181,410.1774490394582
182,607.1651787333343
183,316.81980647022044
184,509.26763918714903
185,606.3231833212549
186,422.4432342921213
187,297.48283005919484
188,555.2809467074899
189,369.94989717487863
190,476.77701020657673
191,549.790751368142
192,443.9876123512793
193,545.227228249887
194,415.64700086235274
195,521.7254506490665
196,525.6985798574644
197,528.7291615524346
